"","Country.code","Country","Party.grouping","NDC1.type","NDCX.type","NDC1.Conditionality","NDCX.Conditionality","NDC1...change.E","NDCX...change.E","X2015.E.per.capita..tonnes.CO2e.","X2019.E.per.capita..tonnes.CO2e.","X2015.E..GDP","X2019.E..GDP","Vulnerability.2015","Vulnerability.2019","X2015.GDP.per.capita..2015.US..","X2019.GDP.per.capita","NR.rent.GDP.2015","NR.rent.GDP.2019","NAME","Mg_Carbon_Yr_3_min","Mg_Carbon_Yr_4_min","Mg_Carbon_Yr_5_min","Forested_Area_HVFE_ha_3_min","Forested_Area_HVFE_ha_4_min","Forested_Area_HVFE_ha_5_min","Restorable_Area_HVFE_ha_3_min","Restorable_Area_HVFE_ha_4_min","Restorable_Area_HVFE_ha_5_min","MgC_ha_yr_3_min","MgC_ha_yr_4_min","MgC_ha_yr_5_min","Mg_Carbon_Yr_3_max","Mg_Carbon_Yr_4_max","Mg_Carbon_Yr_5_max","Mg_Carbon_Yr_6_max","Forested_Area_HVFE_ha_3_max","Forested_Area_HVFE_ha_4_max","Forested_Area_HVFE_ha_5_max","Forested_Area_HVFE_ha_6_max","Restorable_Area_HVFE_ha_3_max","Restorable_Area_HVFE_ha_4_max","Restorable_Area_HVFE_ha_5_max","Restorable_Area_HVFE_ha_6_max","MgC_ha_yr_3_max","MgC_ha_yr_4_max","MgC_ha_yr_5_max","MgC_ha_yr_6_max","Mg_Carbon_Yr_total_min","Mg_Carbon_Yr_total_max","MgC_ha_yr_min","MgC_ha_yr_max","Restorable_Area_HVFE_ha_min","Restorable_Area_HVFE_ha_max","eu","fwc_country","GtCO2_year","count_ndc_type","NDC_Type_Simple","concat","absred_fwc"
"31","CIV","Cote d'Ivoire","AFRC","B","B","CON","BOTH","-56.7%","-97.8%",2.289,2.206,1.165,0.95,0.490107318,0.485859665,1941.581898,2252.543316,3.072596697,2.958271582,"Côte d'Ivoire",8701.03595180671,619715.205935513,590167.554013983,146662.035858365,2235734.80489731,596896.27400033,5897.54004730867,423120.254692638,122148.547404316,1.47536699742758,1.46463138803337,4.83155605658173,28191.4074330831,1762724.44904016,189491.154711353,1497337.42901929,146566.120474276,2000797.61527432,208174.529726419,1300135.20308422,5890.51603258088,362461.384681542,39134.2728952037,311403.341839189,4.7858977510891,4.86320618840235,4.84207679592731,4.80835375810619,1218583.7959013,3477744.44020389,2.59051814734756,4.82488362338124,551166.342144263,718889.515448516,"Non-EU","Non-FWC",0.560631052173504,49,"BAU Reduction","BAU Reduction_Non-FWC","N"
"32","CMR","Cameroon","AFRC","B","B","CON","BOTH","-100.0%","-8.5%",3.49,3.304,2.457,2.24,0.466945175,0.463120267,1399.675336,1454.564069,5.6356334,5.555844243,"Cameroon",149686.695840607,143181.306586098,146455.447973752,1345736.47627529,3590828.91612974,1025109.50742265,123138.037591976,101327.917402924,31878.7123029085,1.21560079052584,1.41304894303459,4.59414566630378,487790.19339737,415909.843510748,57781.9670428482,313719.547791941,1345015.6205814,3361135.64358838,470874.359234228,1242230.59431513,123107.227925692,90884.9109807173,12903.745903628,64208.4906349167,3.96231969167401,4.57622545946037,4.47792195184208,4.88595113652056,439323.450400457,1275201.55174291,2.4075984666214,4.47560455987426,256344.667297808,291104.375444954,"Non-EU","Non-FWC",0.560631052173504,49,"BAU Reduction","BAU Reduction_Non-FWC","N"
"33","COD","Congo, Democratic Republic","AFRC","B","B","CON","BOTH","-48.6%","59.1%",8.937,7.855,18.225,15.62,0.569378959,0.562135075,482.0645686,494.8192478,20.10939273,12.75005858,"Dem. Rep. Congo",561688.074266259,1577458.80941034,940334.049145692,2773046.51199627,18033208.3324805,4774307.29648764,490828.519387029,1187599.16741835,211990.696191905,1.14436723230289,1.32827544232747,4.43573263373055,1958906.15492488,4990990.81012825,404374.049207832,2150951.74850579,2769898.1586261,15814774.1059063,1755874.50785515,7373616.58951256,490311.017103744,1104154.13183035,94180.5118056142,461235.46596025,3.99523177450936,4.52019393511186,4.29360641023536,4.66345696991818,3079480.93282229,9505222.76276675,2.30279176945364,4.36812227244369,1890418.38299728,2149881.12669996,"Non-EU","FWC",0.412417782419776,22,"BAU Reduction","BAU Reduction_FWC","N"
"34","COG","Congo, Republic","OPEC","B","B","CON","BOTH","-64.9%","-85.3%",9.239,8.147,3.891,4.6,0.526387802,0.518163159,2455.34791,1901.061453,15.8857046,39.24303916,"Congo",15771.902175016,378584.617739227,274671.581444689,213440.151668944,3603610.41865522,1089286.29073341,10814.8026996694,235298.481220294,54277.7084902013,1.45836245126304,1.60895478702552,5.06048595427118,50273.5006625503,994383.980916001,95054.729172881,1138966.33126147,213091.268154186,2745362.35478029,295914.131499314,2140347.22635913,10771.8844348318,192689.225475393,19156.1032458852,221759.689618519,4.66710360352425,5.16055829516522,4.96211196780322,5.13603862460653,669028.101358932,2278678.5420129,2.70926773085325,4.98145312277481,300390.992410165,444376.902774629,"Non-EU","FWC",0.412417782419776,22,"BAU Reduction","BAU Reduction_FWC","N"
"35","COK","Cook Islands","SIDS","I","","CON","","-2.3%","",4.534,6.459,0.267,0.29,NA,NA,NA,NA,NA,NA,"Cook Is.",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,"Non-EU","Non-FWC",0.25971303693712,21,"Other","Other_Non-FWC","N"
"36","COL","Colombia","LACA","B","B","BOTH","UNC","-10.4%","-35.3%",4.509,5.262,0.72,0.81,0.413118041,0.413517859,6228.651622,6404.108766,3.705876146,4.304330929,"Colombia",1774180.07433509,2541344.9158618,3105822.53706311,11805307.2882128,14273578.2244749,4470419.22345141,1500836.03337899,2027903.08202749,733326.564688906,1.18212785066247,1.25318854652609,4.23525164178482,5871898.48981555,7396451.30039683,1239359.62993098,7851461.68953092,11796722.2208368,12847717.2953023,1729479.55422009,7209548.6025987,1498484.28914641,1755130.54099479,292855.726772564,1864693.40329694,3.91855859440501,4.21418870427985,4.23198017532191,4.21059122944761,7421347.52726,22359171.1096743,2.22352267965779,4.1438296758636,4262065.68009539,5411163.9602107,"Non-EU","FWC",0.412417782419776,22,"BAU Reduction","BAU Reduction_FWC","N"
"37","COM","Comoros","SIDS","B","B","CON","CON","-90.7%","-290.5%",1.092,1.148,0.817,0.8,0.534608167,0.537245908,1322.936775,1381.622238,2.465764268,1.486523561,"Comoros",1798.31118178679,762.850360923541,1455.02708622523,37064.1505821297,19246.7744164336,3801.82479813717,2306.04809375384,1004.92470192014,587.433694103837,0.779823797542512,0.759111960792624,2.47692139696712,5753.74626880701,2440.90883586591,1445.55851993754,1.93657113804487,37059.2484913582,19236.7894870146,3702.88501754161,64.5795700866699,2305.69793951189,1004.83707483884,583.580900335527,0.788075122070312,2.49544668024688,2.42915881289252,2.47704905884758,2.45734332148108,4016.18862893556,9642.15019574851,1.33861905176742,2.46474946836701,3898.40648977782,3894.90398980833,"Non-EU","Non-FWC",0.560631052173504,49,"BAU Reduction","BAU Reduction_Non-FWC","N"
"38","CPV","Cape Verde","SIDS","D","B","BOTH","BOTH","5.6%","-19.7%",1.263,1.659,0.435,0.5,0.424892237,0.423662874,3169.078901,3667.057364,9.498123972,13.16112967,"Cabo Verde",23727.0401744458,11793.8140023182,8307.18557505734,74625.7757448445,41935.6812490931,10746.91652427,73787.7962403722,37087.2328721125,6092.48695380409,0.321557783039789,0.318001993920298,1.36351306749544,101666.420607,50544.9171600127,8206.50325785895,0,74561.337169527,41935.6812490931,10227.1021904204,0,73772.9686493688,37087.2328721125,6020.25483375304,0,1.37809854297994,1.36286568842454,1.36314881752987,NA,43828.0397518213,160417.841024872,0.667690948151841,NA,116967.516066289,116880.456355234,"Non-EU","Non-FWC",0.560631052173504,49,"BAU Reduction","BAU Reduction_Non-FWC","N"
"39","CRI","Costa Rica","LACA","E","E","UNC","UNC","-14.0%","-16.4%",1.629,2.152,0.141,0.17,0.37552056,0.37598773,11529.95517,12662.42285,1.133974483,0.759689841,"Costa Rica",75493.5324684548,103877.781305226,123601.778896804,1005114.50349563,759492.459248976,223646.194198813,71269.448270464,102613.150984596,35191.4359824219,1.05926921423554,1.01232425189652,3.51226869396699,247893.058238689,297546.162011446,51683.4439674425,350649.156946407,1004514.70039455,694863.993516602,105010.591999827,278890.779477816,71090.6918775807,85858.8305538628,14662.9867290423,102763.600937625,3.48699740699619,3.46552777497689,3.52475555782067,3.4121921939972,302973.092670485,947771.821163984,1.86128738669968,3.47236823344774,209074.035237482,274376.110098111,"Non-EU","Non-FWC",0.01773140039783,6,"Other","Other_Non-FWC","N"
"40","CUB","Cuba","SIDS","D","D","CON","BOTH","-24.3%","-24.3%",2.487,3.076,0.323,0.38,0.426591765,0.426912724,7683.740254,8043.014197,0.693800859,0.920750895,"Cuba",16692.3759843023,663844.039261368,651845.673375658,409298.756539339,1458951.53470494,466863.10940137,16462.7302551538,789271.241863069,218080.268984546,1.01394943156993,0.841084793225671,2.98901719266428,57418.6092718711,2067962.35276027,316669.653483689,1899046.09147254,408792.400360281,1260206.29987071,201999.240388852,1039896.48350156,16314.014997976,690891.136924684,104804.068489845,656302.329938079,3.51958786840608,2.9931811862072,3.0215396982835,2.89355378587748,1332382.08862133,4341096.70698837,1.61468380581996,3.10696563469356,1023814.24110277,1468311.55035058,"Non-EU","Non-FWC",0.0740360808639353,8,"Other","Other_Non-FWC","N"
"41","DJI","Djibouti","AFRC","B","","BOTH","","2.2%","",1.719,1.63,0.701,0.55,0.43103237,0.467810336,2409.311902,2820.062866,0.662618365,0.358531614,"Djibouti",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,"Non-EU","Non-FWC",0.25971303693712,21,"Other","Other_Non-FWC","N"
"42","DMA","Dominica","SIDS","A","A","CON","CON","-51.3%","-51.3%",-29.337,3.477,-3.804,0.44,0.373835294,0.43447533,7724.042411,7936.304818,0.047467708,0.02842603,"Dominica",100.855960825347,39.6158415832139,103.65064026768,22159.9868794855,9308.93960518772,1124.88281826919,139.192672152387,57.1594264220713,48.017151641702,0.724578092120616,0.693076261659561,2.15861700921179,321.488061946617,122.869324897119,72.0269999843119,45.3199033323294,22156.5002833429,9294.88076519749,932.017770508988,247.712325482178,138.58886412016,55.2617452086924,33.0722126430377,21.6480480834961,2.31972506584569,2.2234065253117,2.17787061185563,2.09348681957521,244.122442676241,561.704290160377,1.19209045433066,2.20362225564705,244.36925021616,248.570870055386,"Non-EU","Non-FWC",0.0722686888013452,24,"Absolute Reduction","Absolute Reduction_Non-FWC","N"
"43","DOM","Dominican Republic","SIDS","G","B","CON","BOTH","-28.8%","17.9%",2.822,2.918,0.41,0.35,0.43103237,0.421347094,6838.936746,8205.142592,0.535347858,1.055444442,"Dominican Rep.",75806.2051399139,217235.881314681,220035.418231425,699403.272520992,730280.906499057,199437.328208915,83636.2852900651,243620.315355756,71563.3716428522,0.906379388766549,0.891698547378752,3.07469328484892,261351.737058652,670011.715386245,91165.7692226109,610727.925432535,698365.505679625,678790.898579152,97918.8885960488,345324.379212244,83236.0487183425,212433.343677781,29255.4211277765,212419.793079063,3.13988639637406,3.15398563985567,3.11620088545072,2.87509895655167,513077.50468602,1633257.14710004,1.62425707366474,3.07129296955803,398819.972288673,537344.606602963,"Non-EU","FWC",0.412417782419776,22,"BAU Reduction","BAU Reduction_FWC","N"
"44","DZA","Algeria","OPEC","F","","CON","","5.2%","",6.414,6.442,1.513,1.54,0.373835294,0.376330057,4197.419985,4153.003455,14.92525275,18.52367894,"Algeria",31605.5186873718,13997.0307220203,13340.4031987272,333996.949791917,129281.208379819,30008.941702794,143641.079395607,68256.333044866,14642.1964494258,0.220031197345196,0.20506567079746,0.911093034764627,130083.812937572,56573.5285534628,6662.66193872409,28441.9348475618,333728.736517649,124217.495150811,17423.3758278318,39929.027736742,143489.982943019,64472.6648547617,7689.25129051038,27893.2652597904,0.906570690646951,0.877480846819449,0.866490336575,1.01967032481358,58942.9526081193,221761.938277321,0.445396634302428,0.917553049713745,226539.608889899,243545.164348081,"Non-EU","Non-FWC",0.25971303693712,21,"Other","Other_Non-FWC","N"
"45","ECU","Ecuador","LACA","D","","BOTH","","4.4%","",5.336,5.564,0.864,0.94,0.453467896,0.450340017,6130.586676,5863.910566,4.632023979,5.820701049,"Ecuador",598979.245688163,450015.474455589,585784.440769539,4146503.68304956,3447611.41072458,1022411.85048727,589315.001983609,464813.154318386,165009.935346605,1.0163991136693,0.96816424035052,3.54999497175181,1948862.22257336,1433913.08480381,247262.270675321,977522.290003775,4143552.68333187,3254833.12825083,491422.536830669,1269265.2319535,588706.717075818,428521.295448131,71472.8154429038,269245.271273006,3.3104127506029,3.34618862594513,3.45952890120646,3.63060151579264,1634779.16091329,4607559.86805627,1.84485277525721,3.43668294838678,1219138.0916486,1357946.09923986,"Non-EU","FWC",0.0221994547811503,5,"Other","Other_FWC","N"
"46","EGY","Egypt","AFRC","D","I","CON","CON","20.6%","-2.3%",3.256,3.366,0.991,0.92,0.422520741,0.419779325,3370.382447,3769.03577,4.129068947,5.724961312,"Egypt",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,"Non-EU","Non-FWC",0.00917394209861895,3,"Other","Other_Non-FWC","N"
"47","ERI","Eritrea","AFRC","B","","BOTH","","-24.8%","",1.909,1.927,3.154,2.93,0.609601117,0.607702676,NA,NA,NA,NA,"Eritrea",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,"Non-EU","Non-FWC",0.25971303693712,21,"Other","Other_Non-FWC","N"
"48","ETH","Ethiopia","AFRC","B","B","CON","BOTH","-11.6%","-23.3%",1.542,1.457,2.471,1.91,0.54328454,0.541497784,630.3126194,785.484972,12.19322291,5.503739714,"Ethiopia",259798.581114777,221227.849423551,153825.339031435,1125740.68636033,1059509.22856193,210949.593317399,302477.130796032,257781.729256998,45610.5932168272,0.858903218339392,0.858198329498348,3.37257922299252,1027336.44924808,860591.604322996,83395.7231629272,135012.734401318,1125508.53933426,1043995.37357319,122150.783320898,149625.334419588,302435.606342407,252998.440308878,24744.122576239,39716.90483006,3.39687664978497,3.40156881312124,3.37032452478268,3.39937704055762,634851.769569763,2106336.51113532,1.69656025694342,3.39203675706163,605869.453269857,619895.074057584,"Non-EU","Non-FWC",0.560631052173504,49,"BAU Reduction","BAU Reduction_Non-FWC","N"
"49","EUU","EU","EURP","A","A","UNC","UNC","-16.7%","-37.5%",1.703,1.543,0.261,0.23,0.327691924,0.32744951,30487.15617,33014.74086,0.191500057,0.158729767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non-FWC",0.0722686888013452,24,"Absolute Reduction","Absolute Reduction_Non-FWC","N"
"50","FJI","Fiji","SIDS","I","I","BOTH","BOTH","-7.6%","-7.6%",0.502,1.281,0.098,0.23,0.459454871,0.459207713,5105.189612,5679.051881,1.040825065,1.154381425,"Fiji",34509.7295836992,23805.8302600999,29339.1630033566,291112.596644307,220436.259442087,57989.6180449486,38309.1951821387,25856.3748136111,8547.93714080113,0.900821054047855,0.920694816334741,3.43230916653733,128053.102524001,80212.4500728956,12935.8009541116,41525.9167228604,290916.733795884,211342.790023432,31064.8439662224,48029.7377561811,38273.8968993628,24146.2468240486,3791.77511310436,12102.5004407694,3.34570328338144,3.32194277054302,3.41154223767267,3.43118489655022,87654.7228471557,262727.270273869,1.75127501230664,3.37759329703684,72713.5071365509,78314.4192772852,"Non-EU","FWC",0.00103630306432856,2,"Other","Other_FWC","N"
"51","FSM","Micronesia","SIDS","A","A","BOTH","BOTH","-65.1%","-87.9%",1.635,2.172,0.564,0.73,0.621423349,0.618919501,2891.322103,2984.930124,0.032192135,0.014743327,"Micronesia",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,"Non-EU","Non-FWC",0.0722686888013452,24,"Absolute Reduction","Absolute Reduction_Non-FWC","N"
"52","GAB","Gabon","OPEC","B","E","UNC","BOTH","190.6%","-190.5%",13.205,10.32,1.836,1.48,0.436050698,0.436191787,7090.454634,6893.323105,12.55343472,19.1754988,"Gabon",15105.3486535045,120978.864690025,113875.691848224,861708.916935453,3176641.56153204,1000873.84963254,9781.37601965862,81454.2464441896,24140.571540013,1.54429689883568,1.48523704989299,4.71719120897676,47871.3805029181,339313.624796158,49423.9076107794,254602.623491852,860769.614928782,2915091.00383998,452348.646661401,1241008.73080369,9682.1705994865,71290.016666658,10531.1598006842,54124.9430902807,4.94428186438452,4.75962330578123,4.69311154195651,4.70397951397701,249959.905191753,691211.536401707,2.58224171923515,4.77524905652482,115376.194003861,145628.290157109,"Non-EU","FWC",0.0327509509465457,2,"Other","Other_FWC","N"
"53","GBR","United Kingdom","EURP","A","A","UNC","UNC","7.0%","-43.0%",7.867,6.836,0.174,0.14,0.284824533,0.28425045,44964.39114,47240.59962,0.337710046,0.540491129,"United Kingdom",1016668.5725651,1153997.35537288,760454.084396227,2127576.74335199,2915613.37652158,864579.204619487,1633687.69639697,1785415.54722034,405344.87030955,0.622315130858438,0.646346648638466,1.87606687563479,3116678.84036781,3059091.58919492,352237.867146773,2227156.6614394,2120774.3693763,2652665.87621884,380489.679570524,2015827.42422345,1630785.53402577,1620170.42108284,184653.346963512,1240337.86831097,1.91115188069761,1.88812951365349,1.90756286273206,1.79560482537894,2931120.01233421,8755164.9581489,1.0482428850439,1.87561227061552,3824448.11392686,4675947.17038309,"Non-EU","FWC",0.770175719654716,8,"Absolute Reduction","United Kingdom","Y"
"54","GEO","Georgia","CISP","B","B","BOTH","BOTH","37.6%","4.1%",4.291,5.551,1.082,1.18,0.4036882,0.399912907,4014.111651,4773.334964,0.534094106,0.603605793,"Georgia",260693.904679821,103132.582367963,71222.5371401928,2025504.43540955,749483.290204455,202320.348544794,648056.611191406,261517.748471615,62538.2321894549,0.402270264939592,0.394361694266257,1.13886393405604,744486.370625201,281259.066560989,40363.1750829409,109485.407079055,2024599.8643245,716902.48896093,112750.243907193,224110.80348973,647761.50266687,250431.778224831,36233.9966884602,92798.0551337946,1.14932172961825,1.12309655170232,1.11395867891647,1.17982437154745,435049.024187977,1175594.01934819,0.645165297753964,1.14155033294612,972112.591852476,1027225.33271396,"Non-EU","Non-FWC",0.560631052173504,49,"BAU Reduction","BAU Reduction_Non-FWC","N"
"55","GHA","Ghana","AFRC","B","H","BOTH","BOTH","279.8%","83.6%",2.145,0.343,1.223,0.17,0.471158875,0.45458559,1711.271317,1981.61375,10.56351682,9.76736656,"Ghana",24945.5955716452,254084.151864981,275055.39215552,179280.330507746,1207177.78348863,341149.926667107,16791.2895131018,175762.597596886,56457.1061114106,1.48562714925383,1.44560990414881,4.87193572431316,82371.1605408733,767351.813991902,103225.313847128,462361.19494499,178720.277695808,1120495.09178561,131864.871114767,526643.841273205,16722.7907091162,160422.811022065,21136.9382597473,95413.8383762315,4.92568267902616,4.78330861492234,4.88364552039724,4.84585048472558,554085.139592146,1415309.48332489,2.60105759257193,4.85962182476783,249010.993221398,293696.37836716,"Non-EU","Non-FWC",0.0931442520812123,3,"Other","Other_Non-FWC","N"
"56","GIN","Guinea","AFRC","A","B","CON","BOTH","-53.0%","-58.4%",3.197,3.399,4.172,3.58,0.541384366,0.529830552,756.4255898,937.7031315,14.1138586,4.657943416,"Guinea",52375.3851489833,76237.3564108544,78597.7438698168,443095.57752345,704051.160436193,204552.926900283,53804.8163457452,74869.2581961794,22891.2163578654,0.973433025259737,1.01827316374753,3.43353287309308,168228.571374135,225571.297439868,24653.5603924651,168203.149184545,442828.773862306,660771.191054882,75484.8497371792,256481.256011491,53766.9680433709,67865.96709527,7136.46534269645,49078.5704468106,3.12884615770847,3.32377636530563,3.45458980161599,3.42722185371795,207210.485429654,586656.578391013,1.80841302070011,3.33360854458701,151565.29089979,177847.970928148,"Non-EU","FWC",0.412417782419776,22,"BAU Reduction","BAU Reduction_FWC","N"
"57","GMB","Gambia","AFRC","B","B","BOTH","BOTH","-31.6%","9.6%",1.34,1.225,2.16,1.81,0.561638721,0.552148588,611.6712191,668.6351226,5.558881776,2.81390984,"Gambia",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,"Non-EU","FWC",0.412417782419776,22,"BAU Reduction","BAU Reduction_FWC","N"
"58","GNB","Guinea-Bissau","SIDS","D","B","CON","BOTH","283.0%","168.1%",2.641,2.44,4.454,3.72,0.631705461,0.629400341,585.9570126,633.7257459,19.8714177,9.947400736,"Guinea-Bissau",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,"Non-EU","Non-FWC",0.560631052173504,49,"BAU Reduction","BAU Reduction_Non-FWC","N"
"59","GNQ","Equatorial Guinea","OPEC","A","A","CON","CON","-20.0%","-35.0%",15.564,13.338,1.56,2.04,0.414319188,0.413535634,9788.983804,6472.070883,17.50050735,25.43728016,"Eq. Guinea",417.75262096069,1843.54905938739,4749.39874001964,181639.924454644,383150.186357253,109840.669567868,313.175205059814,1260.97665541286,1004.93102650206,1.3339262311041,1.46200094305773,4.72609424405099,1332.28539324828,4607.22008371004,1596.41232958308,7474.90660710692,181499.062614226,359726.496246585,52586.3648946208,128909.710282246,312.192231939697,987.990895073505,340.747633867522,1577.42647217558,4.26751615493631,4.66322119635249,4.68502836384696,4.73867196915845,7010.70042036772,15010.8244136483,2.50734047273761,4.58860942107355,2579.08288697473,3218.3572330563,"Non-EU","Non-FWC",0.0722686888013452,24,"Absolute Reduction","Absolute Reduction_Non-FWC","N"
"60","GRD","Grenada","SIDS","A","A","CON","CON","-38.7%","-47.5%",2.77,3.039,0.329,0.33,0.388673749,0.381438412,8379.621847,9247.898382,0,0,"Grenada",26.5280708217311,36.9993921144731,42.2474084292822,6619.21226413587,4749.68265214319,662.884890700155,31.8450148180913,53.5065976928711,16.1003576438275,0.833036849669179,0.691492146947005,2.62400434598289,88.6829002119893,137.721075316427,25.8520686616495,10.2240408567623,6616.50088619397,4742.59889090664,483.082112172973,90.0775449890138,31.7575505846928,53.3316939208984,9.91383843795477,3.67304753417969,2.79249811711658,2.58234954098205,2.60767500130684,2.78353077699705,105.774871365486,262.480085046828,1.38284444753302,2.69151335910063,101.45197015479,98.6761304777257,"Non-EU","Non-FWC",0.0722686888013452,24,"Absolute Reduction","Absolute Reduction_Non-FWC","N"
"61","GTM","Guatemala","LACA","B","B","BOTH","BOTH","3.8%","41.2%",2.591,2.364,0.661,0.57,0.440617233,0.439655484,3994.629085,4263.708444,1.785723754,1.147909815,"Guatemala",148304.518654045,425353.670552697,392809.292069213,1850021.78505947,1603719.08524054,459275.878394151,169057.438426607,372032.029323897,106154.345371361,0.877243379731135,1.14332540487361,3.70035998710221,506479.481182071,1182726.94181521,151011.608498759,1265733.91589173,1843269.7698016,1437118.66634264,192941.998291128,918273.256568061,168109.875643591,319326.691887596,41417.4808041817,334398.493638875,3.01278838761297,3.7038148449912,3.64608386523384,3.78510651204855,966467.481275955,3105951.94738777,1.90697625723565,3.53694840247164,647243.813121865,863252.541974244,"Non-EU","Non-FWC",0.560631052173504,49,"BAU Reduction","BAU Reduction_Non-FWC","N"
"62","GUY","Guyana","SIDS","D","","BOTH","","3.3%","",51.193,39.923,9.007,6.34,0.470510979,0.461569682,5668.429765,6348.68368,8.564432838,5.962495941,"Guyana",19889.0835457961,94604.5438783848,202688.510564283,728394.440531274,2999301.61412448,925370.419666985,14899.7250294146,77006.5343739163,48310.6552363936,1.33486245595349,1.22852618479126,4.1955239392322,63435.1890958247,209463.260345237,72555.1730514444,758212.427508486,727508.532501394,2575141.63195114,343943.557908344,1686544.43761539,14848.985066054,47680.0471467773,16956.1731434423,192364.60110188,4.27202187985513,4.3931009485043,4.27898278919761,3.94153822046979,317182.137988464,1103666.05000099,2.25297085999232,4.22141095950671,140216.914639725,271849.806458154,"Non-EU","Non-FWC",0.25971303693712,21,"Other","Other_Non-FWC","N"
"63","HND","Honduras","LACA","B","B","CON","CON","27.1%","25.9%",0.972,2.407,0.427,0.98,0.456886756,0.453827741,2257.225284,2446.108097,1.568462312,0.916855209,"Honduras",174375.457220411,176398.296504495,250885.99685452,2761820.28633255,1577521.10309101,408369.75009894,217111.508404378,214901.299899149,84493.7751608252,0.80316082045559,0.820834013508885,2.96928378897717,627501.632193589,567118.21650719,101047.11368815,476305.698968026,2760492.74497317,1494901.63802949,205743.775102338,487448.105235462,216609.245463394,194408.683588643,34047.2398703362,160094.326505915,2.8969291262299,2.9171444713199,2.96785037709291,2.97515664273354,601659.750579426,1771972.66135696,1.53109287431388,2.93927015434407,516506.583464352,605159.495428288,"Non-EU","Non-FWC",0.560631052173504,49,"BAU Reduction","BAU Reduction_Non-FWC","N"
"64","HTI","Haiti","SIDS","B","B","BOTH","BOTH","-9.8%","-15.7%",1.34,1.38,0.988,1.03,0.520443319,0.514966454,1405.714786,1387.514913,0.574767534,0.443318679,"Haiti",221186.316264253,178158.144836036,151500.105327172,607371.553298947,400218.03524515,104210.403554068,225475.92746578,187667.656865956,47396.5764368193,0.980975302996911,0.949327911965607,3.19643562292152,750029.623833801,579203.330879129,74720.5603300446,208728.759813423,606482.545552646,384770.111014192,55501.1933126238,117671.35270785,225135.450192802,178573.576760599,23375.0794735996,71122.6221915045,3.33145945337124,3.24349963407871,3.19659064322908,2.93477311974523,550844.566427461,1612682.2748564,1.70891294596135,3.17658071260607,460540.160768555,498206.728618505,"Non-EU","Non-FWC",0.560631052173504,49,"BAU Reduction","BAU Reduction_Non-FWC","N"
"65","IDN","Indonesia","ASIA","B","B","BOTH","BOTH","-5.0%","-5.4%",9.321,6.67,2.79,1.71,0.447442946,0.439887454,3322.581679,3892.421662,3.081367364,3.235839677,"Indonesia",549204.104932085,2391648.34900941,4638898.04292061,25969109.3432402,27150383.205946,9167383.52651107,545887.701995507,2224789.15777963,1084633.38557989,1.00607524757282,1.07500000197606,4.27692721300521,1976555.9139365,7076153.72128962,1752292.70182033,13948722.8243656,25708381.4804443,22777672.8087424,3434460.80930357,17639210.0671414,539370.378213157,1709214.79611332,415345.974212119,3198472.84512861,3.66456148460451,4.14000261253324,4.21887489133439,4.36105713562959,7579750.49686211,24753725.161412,2.1193341541847,4.09612403102543,3855310.24535503,5862403.99366721,"Non-EU","Non-FWC",0.560631052173504,49,"BAU Reduction","BAU Reduction_Non-FWC","N"
"66","IND","India","BASC","C","C","CON","CON","49.2%","22.5%",1.992,2.34,1.22,1.17,0.50828779,0.499404313,1590.174331,1944.314848,1.777640024,2.012245384,"India",1696227.12515609,11871144.163202,17779252.3832216,17578632.9174961,33107060.2111106,13125546.6396556,3372751.57249296,22709201.0914336,9204394.19623753,0.50292086111232,0.522746005700749,1.93160484048904,5820997.38790791,30354331.3211411,6920121.63124347,70912661.6470389,17562624.8047134,27031185.9466162,5528205.22741801,42573960.9582914,3366186.63060935,17402676.8429385,3697028.87495145,35433265.1613381,1.72925569098769,1.744233464489,1.87180621664318,2.00130192134856,31346623.6715797,114008111.987331,0.985757235767368,1.83664932336711,35286346.8601641,59899157.5098374,"Non-EU","Non-FWC",0.846695427730103,5,"Other","Other_Non-FWC","N"
