"","Country.code","Country","Party.grouping","NDC1.type","NDCX.type","NDC1.Conditionality","NDCX.Conditionality","NDC1...change.E","NDCX...change.E","X2015.E.per.capita..tonnes.CO2e.","X2019.E.per.capita..tonnes.CO2e.","X2015.E..GDP","X2019.E..GDP","Vulnerability.2015","Vulnerability.2019","X2015.GDP.per.capita..2015.US..","X2019.GDP.per.capita","NR.rent.GDP.2015","NR.rent.GDP.2019","NAME","Mg_Carbon_Yr_3_min","Mg_Carbon_Yr_4_min","Mg_Carbon_Yr_5_min","Forested_Area_HVFE_ha_3_min","Forested_Area_HVFE_ha_4_min","Forested_Area_HVFE_ha_5_min","Restorable_Area_HVFE_ha_3_min","Restorable_Area_HVFE_ha_4_min","Restorable_Area_HVFE_ha_5_min","MgC_ha_yr_3_min","MgC_ha_yr_4_min","MgC_ha_yr_5_min","Mg_Carbon_Yr_3_max","Mg_Carbon_Yr_4_max","Mg_Carbon_Yr_5_max","Mg_Carbon_Yr_6_max","Forested_Area_HVFE_ha_3_max","Forested_Area_HVFE_ha_4_max","Forested_Area_HVFE_ha_5_max","Forested_Area_HVFE_ha_6_max","Restorable_Area_HVFE_ha_3_max","Restorable_Area_HVFE_ha_4_max","Restorable_Area_HVFE_ha_5_max","Restorable_Area_HVFE_ha_6_max","MgC_ha_yr_3_max","MgC_ha_yr_4_max","MgC_ha_yr_5_max","MgC_ha_yr_6_max","Mg_Carbon_Yr_total_min","Mg_Carbon_Yr_total_max","MgC_ha_yr_min","MgC_ha_yr_max","Restorable_Area_HVFE_ha_min","Restorable_Area_HVFE_ha_max","eu","fwc_country","GtCO2_year","count_ndc_type","NDC_Type_Simple","concat","absred_fwc"
"67","IRN","Iran","OPEC","F","","BOTH","","13.8%","",10.493,11.705,2.034,2.28,0.379162078,0.379306582,4990.936795,5017.117215,15.23029948,27.80066615,"Iran",1827763.93471215,1098435.23648093,691114.861945036,9475105.0704725,5902874.53479658,1447188.99806806,8449283.23981377,5295742.37052328,1140690.56345581,0.216321773437487,0.20741855619619,0.605874094242746,5478675.91895466,3158913.82139299,471619.726023844,683112.316979563,9470437.43034812,5758600.15561664,1018110.93770645,1217979.81818989,8445398.9585098,5171822.1655938,796456.326533949,1026341.51445319,0.648717241881653,0.610793202134455,0.592147629834592,0.665579933540454,3617314.03313812,9792321.78335106,0.343204807958808,0.629309501847789,14885716.1737929,15440018.9650907,"Non-EU","Non-FWC",0.25971303693712,21,"Other","Other_Non-FWC","N"
"68","IRQ","Iraq","OPEC","D","","CON","","58.9%","",7.64,9.348,1.707,1.89,0.440500075,0.441114344,4416.942924,4854.386496,37.50371721,40.6099024,"Iraq",267093.361461085,130600.230981182,73625.6369014261,816530.448740822,419019.906309765,91834.416898247,799558.014439134,399108.240810566,79323.5708956616,0.334051259117755,0.327230103582778,0.928168463296612,762398.788589359,366953.725625316,44437.5843726959,55267.1873140337,816137.502998414,412908.458619237,54391.0803409295,70195.9649890895,799257.421203508,393847.342398364,47911.2334682278,59758.5034029748,0.953883903187727,0.931715632231318,0.92749823279262,0.924842226073595,471319.229343693,1229057.2859014,0.529816608665715,0.934484998571315,1277989.82614536,1300774.50047307,"Non-EU","FWC",0.0221994547811503,5,"Other","Other_FWC","N"
"69","ISL","Iceland","EURP","A","A","UNC","UNC","-39.1%","-54.3%",32.165,29.198,0.605,0.5,0.313374038,0.309513945,52951.68151,57493.41953,0.000299592,0.000108844,"Iceland",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,"Non-EU","Non-FWC",0.0722686888013452,24,"Absolute Reduction","Absolute Reduction_Non-FWC","N"
"70","ISR","Israel","OECD","C","A","UNC","UNC","40.7%","-29.3%",10.778,10.356,0.285,0.25,0.311971006,0.313082938,36206.52222,39591.36876,0.225690566,0.189655855,"Israel",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,"Non-EU","Non-FWC",0.0722686888013452,24,"Absolute Reduction","Absolute Reduction_Non-FWC","N"
"71","JAM","Jamaica","SIDS","B","B","BOTH","BOTH","-14.5%","-14.5%",5.39,5.426,1.059,1.02,0.428516626,0.429079814,5077.550984,5307.510359,1.266001838,0.364234399,"Jamaica",6943.1467733395,17835.5672999608,24831.7630857344,191804.164097929,166089.648533468,43167.746914991,6778.30587012303,19322.0839643293,7572.12180836972,1.02431889418609,0.923066442154336,3.27936656516632,23072.647035873,51999.6573967883,9562.55573650147,66136.0758409842,191108.125478592,155500.636169405,22641.2986486523,60764.209218884,6629.38175614599,16325.9844939116,2970.37897578991,19629.1570674633,3.48036180213679,3.18508555586221,3.21930494877628,3.36927742814842,49610.4771590347,150770.936010147,1.74225063383558,3.31350743373093,33672.511642822,45554.9022933108,"Non-EU","Non-FWC",0.560631052173504,49,"BAU Reduction","BAU Reduction_Non-FWC","N"
"72","JOR","Jordan","ASIA","B","B","BOTH","BOTH","37.4%","1.9%",3.938,3.019,0.934,0.76,0.376631112,0.371055092,4064.25301,3909.250017,1.399742578,0.042857662,"Jordan",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,"Non-EU","Non-FWC",0.560631052173504,49,"BAU Reduction","BAU Reduction_Non-FWC","N"
"73","JPN","Japan","OECD","A","A","UNC","UNC","-14.3%","-37.5%",9.933,9.221,0.285,0.25,0.381621079,0.378704295,34960.63938,36043.7844,0.028968712,0.093228662,"Japan",82962.0631286463,142225.455936229,183739.181740966,9707960.85333567,5196747.00775488,1427090.09541028,185348.560094386,318789.289532583,126932.554808322,0.447600256977444,0.446142516722452,1.44753394445126,259971.823946591,359240.438313708,79791.6216511989,630844.481766389,9698112.20406504,4901012.80676274,819610.952773757,2225757.11828008,183995.86295356,253992.164865207,55099.1449661118,431869.905472252,1.41292211560326,1.41437606354651,1.44814627704793,1.4607280428039,408926.700805841,1329848.36567789,0.780425572717052,1.4340431247504,631070.404435291,924957.078257131,"Non-EU","Non-FWC",0.0722686888013452,24,"Absolute Reduction","Absolute Reduction_Non-FWC","N"
"74","KAZ","Kazakhstan","CISP","A","","BOTH","","-22.1%","",19.198,19.61,1.845,1.69,0.322416486,0.322608066,10510.77032,11402.75842,9.328765005,17.92597385,"Kazakhstan",38486.1024653869,12246.3110860584,11703.8520850027,615763.050412781,182609.04936815,41759.4366700973,229154.173191372,71114.1837274017,15787.3540971886,0.167948512258803,0.172206308842713,0.741343483711873,152630.935343103,47807.9705658134,6932.00967635089,10408.6889525869,614975.406803065,179372.486326518,24271.5235860535,33218.5353163835,228788.603096469,69737.294156951,9518.06842942692,13402.6403012872,0.667126479542104,0.685543813303347,0.728300046143739,0.776614810112246,62436.265636448,217779.604537854,0.360499434937796,0.714396287275359,316055.711015962,321446.605984134,"Non-EU","FWC",0.0221994547811503,5,"Other","Other_FWC","N"
"75","KEN","Kenya","AFRC","B","B","CON","BOTH","35.8%","32.0%",1.728,1.461,1.142,0.87,0.516166518,0.512078883,1496.653573,1653.828985,2.709670116,1.227184212,"Kenya",176045.437056801,488364.28447964,439651.454727757,564982.249324464,1120251.01309691,290739.55062917,223940.1992804,601031.901133283,143755.389276901,0.786127000076351,0.812543034003351,3.05833024375109,701290.453715643,1718690.48866188,195223.248056377,1142130.82548839,564850.479812253,1012321.02105251,129891.717150949,650154.778696682,223857.608638024,533378.810646943,60207.7078935841,428171.940117377,3.13275236871499,3.22226990340553,3.24249593426526,2.66745837005408,1104061.1762642,3757335.01592229,1.5523334259436,3.06624414410996,968727.489690584,1245616.06729593,"Non-EU","FWC",0.412417782419776,22,"BAU Reduction","BAU Reduction_FWC","N"
"76","KGZ","Kyrgyzstan","CISP","B","B","BOTH","BOTH","-40.2%","-52.6%",3.196,2.836,2.807,2.25,0.344870454,0.323105229,1121.082696,1226.824312,4.253098702,7.243202311,"Kyrgyzstan",62706.6863360815,18658.629864016,14840.2303148031,399977.661062526,116967.002269653,30313.7742127826,362861.783654001,107368.650360462,21077.6330828652,0.172811492311558,0.173780985430799,0.704074800830805,249084.242237377,74061.6136585826,10810.1107089246,6878.55194877742,399858.245367084,115862.130718665,22835.6195496135,12065.0308039577,362814.607300088,106499.543613845,15373.2798191696,9707.08848103468,0.686533114228658,0.695417192839074,0.703175303909125,0.708611234173507,96205.5465149006,340834.518553662,0.350222426191054,0.698434211287591,491308.067097328,494394.519214137,"Non-EU","Non-FWC",0.560631052173504,49,"BAU Reduction","BAU Reduction_Non-FWC","N"
"77","KHM","Cambodia","ASIA","B","B","CON","BOTH","-89.0%","16.6%",6.704,4.785,5.689,3.25,0.506690237,0.487247888,1170.742816,1465.969535,1.817686573,0.71448569,"Cambodia",27886.6856534922,1390693.9366156,1719200.85665894,697314.585139515,2672283.20978339,1041058.80395214,25931.9392625804,1255844.3115635,485260.518668701,1.07537987695862,1.1073776612359,3.54284099059928,98244.2662533219,2691751.86228825,353312.480761778,11567138.8748078,696412.511358407,2014101.62854418,259085.083355157,4260581.65288413,25716.9617748179,764524.183538684,99808.4796551005,3248411.91355803,3.8202127884921,3.52081977293273,3.53990444481961,3.5608596392993,3137781.47892803,14710447.4841111,1.90853284293127,3.61044916138594,1767036.76949478,4138461.53852663,"Non-EU","FWC",0.412417782419776,22,"BAU Reduction","BAU Reduction_FWC","N"
"78","KIR","Kiribati","SIDS","B","B","BOTH","BOTH","-67.7%","-23.7%",0.772,1.004,0.525,0.71,NA,NA,1459.143983,1405.469465,0.073278358,0.042741242,"Kiribati",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,"Non-EU","Non-FWC",0.560631052173504,49,"BAU Reduction","BAU Reduction_Non-FWC","N"
"79","KNA","St Kitts and Nevis","SIDS","B","A","CON","CON","68.9%","-57.4%",6.116,6.74,0.305,0.3,0.457872494,0.460890353,20025.65235,22138.59216,0,0,"St. Kitts and Nevis",28.9734819685926,9.15941836365166,0,3267.44752188715,1015.31779254761,2.22098256835938,36.9157826416016,11.8775309570312,0,0.784853520508636,0.771155082380948,NA,92.7151422994964,29.3101387636853,0,0,3267.36209874261,1015.31779254761,2.05013713378906,0,36.9157826416016,11.8775309570312,0,0,2.51153126562764,2.46769626361903,NA,NA,38.1329003322443,122.025281063182,NA,NA,48.7933135986328,48.7933135986328,"Non-EU","Non-FWC",0.0722686888013452,24,"Absolute Reduction","Absolute Reduction_Non-FWC","N"
"80","KOR","Korea, South","OECD","B","A","UNC","UNC","-21.5%","-37.4%",13.183,13.194,0.457,0.42,0.372669108,0.369799372,28737.43917,31645.94983,0.036748014,0.121453005,"South Korea",40283.570031615,115734.363896525,143918.995715531,2348697.24390686,1336181.11131341,392264.206313688,76254.9915390246,214953.286068135,94477.8610089032,0.528274532834999,0.53841635088956,1.52330920893699,113780.767586356,282749.267908038,67709.490437194,296098.904109341,2346397.35231538,1270497.91152071,228281.032504122,490423.25697741,75518.3875945056,185599.338506449,44556.2228998052,192863.703395364,1.50666309505043,1.5234389851999,1.51964161301227,1.53527542454346,299936.929643671,760338.430040929,0.863333364220516,1.52125477945151,385686.138616063,498537.652396124,"Non-EU","Non-FWC",0.0722686888013452,24,"Absolute Reduction","Absolute Reduction_Non-FWC","N"
"81","KWT","Kuwait","OPEC","D","B","CON","UNC","-2.5%","-9.7%",36.433,33.063,1.193,1.27,0.354269405,0.354333792,29315.19851,25777.56876,37.3135995,39.83867034,"Kuwait",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,"Non-EU","Non-FWC",0.560631052173504,49,"BAU Reduction","BAU Reduction_Non-FWC","N"
"82","LAO","Laos","ASIA","D","B","BOTH","BOTH","116.1%","-26.6%",4.54,6.723,2.125,2.61,0.472253921,0.46673893,2125.459057,2564.019654,5.524762306,3.104539418,"Laos",170468.244022345,454305.169873003,737332.45637775,6615917.23624198,3393484.59583456,980754.541767431,155568.344673764,415608.793470826,207837.107421848,1.09577719284619,1.09310769408659,3.54764587288632,553822.943868841,1168780.05165952,288623.566176801,1900868.99999999,6604282.58025322,3195912.18637843,523442.457613733,1360612.3242449,153541.983293634,332196.0087888,81680.1309386476,539016.084131075,3.606980527337,3.51834465417251,3.53358353935053,3.52655339230609,1362105.8702731,3912095.56170515,1.9121769199397,3.54636552829153,779014.245566438,1106434.20715216,"Non-EU","Non-FWC",0.560631052173504,49,"BAU Reduction","BAU Reduction_Non-FWC","N"
"83","LBN","Lebanon","ASIA","B","B","BOTH","BOTH","21.5%","6.1%",4.794,4.318,0.621,0.54,0.404951732,0.403619452,7802.751368,8081.743344,0.002288284,0.001313405,"Lebanon",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,"Non-EU","Non-FWC",0.560631052173504,49,"BAU Reduction","BAU Reduction_Non-FWC","N"
"84","LBR","Liberia","AFRC","B","B","CON","BOTH","-75.0%","-68.3%",3.93,3.655,6.72,6.7,0.607056368,0.598319912,699.6629469,644.1620652,19.44625803,14.26048955,"Liberia",1433.00752767783,21612.9803979353,25561.1307903856,151366.763574195,1449319.48570769,410150.072035502,939.965282156432,13893.824253553,5182.51102644313,1.52453240016512,1.55558181847653,4.93219033398348,4559.28536804759,60365.291530607,8170.27807115656,56604.1838168958,151040.315245959,1308016.38684573,160566.320274771,725126.773566142,934.459076907408,12092.6939721281,1655.90505559319,11620.3936592918,4.8790637072482,4.99188118625512,4.93402568194331,4.87110725131368,48607.1187159987,129699.038786707,2.67076818420838,4.91901945669008,20016.3005621526,26303.4517639205,"Non-EU","FWC",0.412417782419776,22,"BAU Reduction","BAU Reduction_FWC","N"
"85","LBY","Libya","OPEC","","","","","","",10.774,10.109,1.359,1.08,0.426445001,0.422517207,7867.515731,9278.27171,16.39219886,34.49902803,"Libya",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,"Non-EU","Non-FWC",0.25971303693712,21,"Other","Other_Non-FWC","N"
"86","LCA","Saint Lucia","SIDS","B","B","CON","CON","-13.1%","10.2%",3.04,3.111,0.294,0.28,0.374227942,0.374838206,10290.37157,11060.56379,0.018662771,0.010530106,"Saint Lucia",141.427427629538,134.351098174041,218.140088253255,14369.9556025512,8631.92559649652,1361.96060472548,287.993769435054,290.635743779225,125.429881008229,0.49107808098408,0.462266259569566,1.73913972093256,542.72354608413,460.1273720871,137.589945079868,183.171536802568,14367.0906225768,8521.53819448473,987.802804655856,578.880093967309,287.906935285885,266.751021000905,77.1662279091749,111.59008861084,1.88506590001112,1.72493199973746,1.78303318443675,1.64146779595598,493.918614056834,1323.61240005367,0.897494687162067,1.75862472003533,704.059394222508,743.414272806805,"Non-EU","Non-FWC",0.560631052173504,49,"BAU Reduction","BAU Reduction_Non-FWC","N"
"87","LIE","Liechenstein","EURP","A","","UNC","","-28.7%","",5.677,5.231,0.034,0.03,NA,NA,167809.2699,NA,0.001941109,0.001796689,"Liechtenstein",319.247245400188,133.770685860979,93.8591356107561,4417.62129146881,1967.62891469,846.762203740315,1019.0257669398,368.218827509552,69.6045406745463,0.313286725181551,0.363291271024182,1.34846282586101,1249.47363564644,362.841397435475,47.1968786469705,646.336671175318,4382.96173270256,1639.34221772679,332.042395648482,2590.49221665798,1017.8026227014,289.846490575551,35.4583675147921,473.597464776628,1.22761880130565,1.25183988501975,1.33105052361143,1.36473845247496,546.877066871923,2305.8485829042,0.67501360735558,1.29381191560295,1456.8491351239,1816.70494556837,"Non-EU","Non-FWC",0.25971303693712,21,"Other","Other_Non-FWC","N"
"88","LKA","Sri Lanka","ASIA","F","F","BOTH","BOTH","283.0%","7.8%",1.704,1.915,0.45,0.45,0.471092311,0.470317013,3990.353117,4458.434427,0.116815683,0.072257181,"Sri Lanka",13290.4949723278,283143.903473284,489437.220206051,461131.431014363,932276.515248134,424680.451531397,12744.8037044739,238303.565466433,145194.128273648,1.04281676520936,1.18816478015797,3.37091606957829,46024.4802503045,640276.496705135,263670.012364401,982386.749514716,460499.780594735,819906.280009055,217701.982843165,644086.211664185,12619.8092267822,190056.361184554,77469.9437895937,299602.07926644,3.64700285267623,3.36887696215227,3.40351366564202,3.27897173450878,785871.618651663,1932357.73883456,1.86729920498187,3.42459130374482,396242.497444555,579748.19346737,"Non-EU","Non-FWC",0.0107605854681697,7,"Other","Other_Non-FWC","N"
"89","LSO","Lesotho","AFRC","F","F","BOTH","BOTH","-20.5%","-20.5%",2.142,2.111,1.912,2.02,0.477677479,0.4740535,1113.836835,1033.371164,6.211356929,3.734254828,"Lesotho",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,"Non-EU","Non-FWC",0.0107605854681697,7,"Other","Other_Non-FWC","N"
"90","MAR","Morocco","AFRC","B","B","BOTH","BOTH","10.8%","-26.1%",2.642,2.905,0.825,1,0.380430788,0.377696943,3139.228271,3355.613281,2.614022253,0.321780513,"Morocco",40875.0213757545,20652.0688228762,18586.8883437274,312590.856421395,143820.874208915,32382.9146359743,212371.607740483,110232.753065573,25153.3245935854,0.192469331520547,0.187349660137683,0.738943604634571,166599.010795098,83841.7772102613,11239.4976489901,14518.5274666493,312503.219600692,141517.4192952,19895.3453226259,23144.5495140204,212295.076438328,108200.532177146,15048.4824400636,19517.2219153934,0.784752117619154,0.77487398188574,0.746885786906138,0.743882891201766,80113.9785423581,276198.813120999,0.372920865430933,0.762598694403199,347757.685399641,355061.312970931,"Non-EU","Non-FWC",0.560631052173504,49,"BAU Reduction","BAU Reduction_Non-FWC","N"
"91","MCO","Monaco","EURP","A","A","UNC","UNC","-37.2%","-43.5%",4.045,3.815,0.024,0.02,NA,NA,170338.6804,191194.5622,0,0,"Monaco",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,"Non-EU","Non-FWC",0.0722686888013452,24,"Absolute Reduction","Absolute Reduction_Non-FWC","N"
"92","MDA","Moldova","CISP","A","A","BOTH","BOTH","-44.8%","-69.9%",4.099,5.585,1.749,1.91,0.407497454,0.408136533,2749.913038,3439.12964,0.329718544,0.24975686,"Moldova",21846.3104478482,71778.3548658145,64324.3216780093,112668.237267679,312515.784979319,104390.061589805,71763.1943289901,236543.53736204,74534.0210320932,0.304422213254559,0.303446695971045,0.863019608861734,61437.4036409814,187324.221940856,31259.8558210416,124614.614198295,111662.319733909,288372.183854813,47993.2349119236,189112.322093477,71182.8004074763,218603.826240814,36582.3185892428,141228.660573705,0.863093377744221,0.856911908460832,0.854507232634339,0.882360660308469,157948.986991672,404636.095601174,0.490296172695779,0.864218294786965,382840.752723123,467597.605811238,"Non-EU","FWC",0.770175719654716,8,"Absolute Reduction","Moldova","Y"
"93","MDG","Madagascar","AFRC","B","","CON","","301.5%","",1.893,1.688,4.101,3.48,0.568234171,0.563077505,455.6380346,478.9269614,8.60993538,4.707852285,"Madagascar",1930540.11865059,3167236.63848979,3643399.5392745,4741118.85135837,6980161.48682666,2253043.27430907,2180703.33510733,4009820.70675301,1301837.21660801,0.885283242140579,0.789869889483036,2.79865984225549,6397878.0175886,10492474.4527322,1605882.20272389,5293130.54086809,4736522.18275098,6598393.70522954,1004604.94809122,2739518.62141649,2178000.57827667,3757214.01641093,568426.154489214,1918844.03775837,2.9375006055558,2.79262091722822,2.82513777742499,2.7584996157643,8741176.29641488,23789365.2139128,1.49127099129304,2.82843972899333,7492361.25846835,8422484.78693518,"Non-EU","Non-FWC",0.25971303693712,21,"Other","Other_Non-FWC","N"
"94","MDV","Maldives","SIDS","B","B","BOTH","CON","28.9%","25.0%",3.693,3.905,0.383,0.36,0.529772644,0.525276027,9480.431514,10888.64457,0.005869198,0.002748905,"Maldives",0,0,0,0,0,108.029849471531,0,0,0,NA,NA,NA,0,0,0,0,0,0,108.029849471531,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,"Non-EU","Non-FWC",0.560631052173504,49,"BAU Reduction","BAU Reduction_Non-FWC","N"
"95","MEX","Mexico","OECD","B","B","BOTH","BOTH","-11.6%","-15.6%",4.551,5.656,0.464,0.56,0.384664228,0.385356977,10098.17318,10226.23133,2.183605531,2.091263021,"Mexico",2152983.00664811,3316403.68457109,3582769.94868363,22774563.5944767,16362982.8631478,4567893.3467275,5329467.45363147,6433840.56265856,1825066.36869899,0.403977137562043,0.515462522310423,1.96309022517227,7972872.55068824,10168571.1297644,1562885.76249676,10319444.2085788,22752451.6220754,14646732.4419625,2105761.79016844,9041230.30022602,5320516.20035153,5796892.6261705,880839.273311813,4446153.00727483,1.49851485278091,1.75414170755167,1.77431434979115,2.32098269935696,9052156.63990283,30023773.6515282,0.960843295014911,1.83698840237017,13588374.384989,16444401.1071087,"Non-EU","FWC",0.412417782419776,22,"BAU Reduction","BAU Reduction_FWC","N"
"96","MHL","Marshall Islands","SIDS","A","A","CON","CON","-61.3%","-61.3%",3.722,5.565,1.009,1.19,0.58119765,0.575593278,3703.649059,5054.871188,0,0,"Marshall Is.",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,"Non-EU","Non-FWC",0.0722686888013452,24,"Absolute Reduction","Absolute Reduction_Non-FWC","N"
"97","MKD","North Macedonia","EURP","B","A","CON","CON","-16.9%","-82.2%",5.908,6.432,1.237,1.22,0.370047481,0.376212393,4861.55616,5386.20275,0.935040216,0.146172212,"North Macedonia",87740.561585552,53479.1542306877,31579.9507307816,562465.54090721,276839.727012212,61263.6476782933,249111.348932137,163152.358439516,34241.8232166901,0.352214228543455,0.327786583915755,0.9222625363999,250427.660099113,142251.405997014,15695.6073062824,73919.3862688147,562085.902091494,263144.836642429,31462.1804942316,108835.634299633,248874.765637929,152417.380727097,16920.3045117752,79319.6867312899,1.00623966217388,0.93330173578901,0.927619671109317,0.931917274449536,172799.666547021,482294.059671224,0.534087782953036,0.949769585880435,446505.530588343,497532.137608091,"Non-EU","Non-FWC",0.0722686888013452,24,"Absolute Reduction","Absolute Reduction_Non-FWC","N"
"98","MLI","Mali","AFRC","B","B","BOTH","CON","0.0%","0.0%",-8.756,-7.134,-11.92,-8.36,0.60860747,0.597543295,723.5042049,779.326625,7.427110005,7.858428772,"Mali",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,"Non-EU","FWC",0.412417782419776,22,"BAU Reduction","BAU Reduction_FWC","N"
"99","MMR","Myanmar","ASIA","D","H","CON","BOTH","15.6%","-7.5%",3.416,3.399,2.744,2.27,0.506422303,0.503552429,1159.340201,1434.432263,6.613179093,5.88188183,"Myanmar",450172.169403429,1988371.25754738,3574672.09181283,13820517.8121186,9533859.45442014,3009711.99540752,505882.034230526,2656805.691368,1189052.44943255,0.889875779218302,0.748406729181448,3.00631994284084,1481595.00046497,5380158.36197235,1094983.61956448,15782542.259048,13804285.4150976,8555791.3663896,1375230.18366145,6963633.88305661,500938.049995575,1945169.48536734,377326.863077125,4947233.37061387,2.95764117035641,2.76590723967496,2.9019498125175,3.19017541254369,6013215.51876364,23739279.2410498,1.5482008170802,2.95391840877314,4351740.17503108,7770667.76905391,"Non-EU","Non-FWC",0.0931442520812123,3,"Other","Other_Non-FWC","N"
"100","MNE","Montenegro","EURP","A","A","UNC","UNC","-33.2%","-22.7%",2.483,6.205,0.389,0.82,0.371260756,0.368206694,6517.192675,7684.183972,0.731313641,0.616491594,"Montenegro",56138.0649653508,22064.2735526048,13277.0227175458,359475.619260855,126957.816343252,29799.4189208809,128341.550299353,50626.0350093342,10630.8805215571,0.437411460547347,0.435828591919883,1.24891091482243,159638.267843998,60432.2525238738,8257.86650045167,18573.9445279029,358410.45321328,123441.770318624,18211.9278292719,29659.2467258993,127734.299916064,48528.7612879776,6604.43037145182,14938.4190009639,1.24976821377577,1.24528734960406,1.25035257183526,1.24336748933769,91479.3612355014,246902.331396226,0.707383655763219,1.24719390613819,189598.465830244,197805.910576457,"Non-EU","Non-FWC",0.0722686888013452,24,"Absolute Reduction","Absolute Reduction_Non-FWC","N"
"101","MNG","Mongolia","ASIA","B","B","CON","BOTH","-19.4%","-2.2%",14.09,18.341,3.556,4.14,0.376603689,0.373888482,3919.351213,4385.111677,9.878998794,14.77395705,"Mongolia",566948.522327851,250701.848354992,260688.991780429,3345258.43595121,1336372.93307965,356991.257859442,2551584.35893475,1125840.93115319,293071.586287494,0.222194700458402,0.222679635655279,0.889506195679786,2236295.38125062,933110.750293806,141265.674622967,535669.826010341,3327541.67107764,1258532.6985002,193089.432068814,663166.237502777,2534997.95870767,1053451.00511793,158477.403362449,618912.50015208,0.882168513615164,0.885765684175647,0.891393167894621,0.865501708042277,1078339.36246327,3846341.63217773,0.444793510597822,0.881207268431927,3970496.87637543,4365838.86734013,"Non-EU","Non-FWC",0.560631052173504,49,"BAU Reduction","BAU Reduction_Non-FWC","N"
"102","MOZ","Mozambique","AFRC","D","H","CON","CON","-49.5%","1.4%",3.557,3.584,5.894,5.88,0.491831525,0.490836918,603.8385138,608.9636249,12.21607217,12.6767243,"Mozambique",49662.1547785006,858091.78137841,797720.995494192,195983.521990142,2350552.64606156,720406.831973467,51418.2400993284,961045.379325629,274035.258547498,0.965847035654362,0.892873322985578,2.91101590256104,160855.873503746,2433662.03141837,260700.194055661,2628730.61254973,195762.224861365,2034919.37957883,218744.210745887,1756792.64473226,51284.9994192221,823748.335166252,88809.071104996,914501.387662944,3.13650921956442,2.95437566004573,2.93551312734083,2.87449603468354,1705474.9316511,5483948.71152751,1.58991208706699,2.97522351040863,1286498.87797246,1878343.79335341,"Non-EU","FWC",0.0201078119422675,1,"Other","Other_FWC","N"
"103","MRT","Mauritania","AFRC","B","B","BOTH","BOTH","58.5%","-85.9%",2.198,2.143,1.388,1.27,0.566534013,0.561244436,1562.726836,1635.839997,6.191327045,2.611914162,"Mauritania",0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,"Non-EU","FWC",0.412417782419776,22,"BAU Reduction","BAU Reduction_FWC","N"
"104","MUS","Mauritius","SIDS","B","B","CON","BOTH","-41.6%","-50.6%",5.775,6.473,0.622,0.61,0.432412493,0.423256912,9507.871337,10956.94502,0.027982351,0.002359787,"Mauritius",0,0,0,0,0,5969.56322099972,0,0,0,NA,NA,NA,0,0,0,0,0,0,5969.56322099972,0,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,"Non-EU","Non-FWC",0.560631052173504,49,"BAU Reduction","BAU Reduction_Non-FWC","N"
"105","MWI","Malawi","AFRC","D","B","BOTH","BOTH","55.2%","-24.0%",1.185,1.198,2.411,2.07,0.545048047,0.541556693,544.2768727,573.400114,8.89901041,4.243762771,"Malawi",0,281.856181852302,960.254358790342,0,556.542580311444,469.098597418018,0,260.847450349169,274.837799671968,NA,1.08054029845801,3.49389479881025,0,768.629344987346,242.175221606137,1594.41377027049,0,489.754208121887,142.901008034572,644.613217346431,0,216.804420164005,68.6039770348162,454.307812306025,NA,3.54526602550771,3.53004639196404,3.50954513015612,1242.11054064264,2605.21833686397,NA,NA,535.685250021137,739.716209504846,"Non-EU","FWC",0.412417782419776,22,"BAU Reduction","BAU Reduction_FWC","N"
